Iteration,Error
1.0,0.585473445872
2.0,0.584866321093
3.0,0.583890950287
4.0,0.582842120953
5.0,0.581952360934
6.0,0.5813176227
7.0,0.580885502288
8.0,0.580497881924
9.0,0.579961256393
10.0,0.579112833281
11.0,0.57785808828
12.0,0.576170542328
13.0,0.574060099732
14.0,0.571526512776
15.0,0.568516678664
16.0,0.564899297087
17.0,0.560461248056
18.0,0.554921072721
19.0,0.54794950728
20.0,0.539186600173
21.0,0.528248966896
22.0,0.514727227474
23.0,0.498180263649
24.0,0.478137815196
25.0,0.454125339881
26.0,0.42572512997
27.0,0.392685732461
28.0,0.355087134176
29.0,0.313559151174
30.0,0.269529348176
31.0,0.225437367435
32.0,0.18479216026
33.0,0.151884399616
34.0,0.130957754118
35.0,0.124798015541
36.0,0.133104970977
37.0,0.151540487129
38.0,0.172494364536
39.0,0.187806769825
40.0,0.192172373088
41.0,0.185106776326
42.0,0.170302934818
43.0,0.15315266555
44.0,0.138246678573
45.0,0.128100309095
46.0,0.123173003292
47.0,0.122569822692
48.0,0.124821515705
49.0,0.128442419338
50.0,0.132222002203
51.0,0.135321094017
52.0,0.137259570918
53.0,0.13785843434
54.0,0.137170984352
55.0,0.135417468085
56.0,0.132926242333
57.0,0.130079805956
58.0,0.127263610923
59.0,0.124817551581
60.0,0.122993061065
61.0,0.121921473179
62.0,0.121600378947
63.0,0.121903043843
64.0,0.122611347227
65.0,0.123466312941
66.0,0.124224529364
67.0,0.124706310098
68.0,0.124823846217
69.0,0.124584144383
70.0,0.124069514481
71.0,0.123404491121
72.0,0.122720252175
73.0,0.122125795047
74.0,0.121690957704
75.0,0.121441920271
76.0,0.1213666152
77.0,0.121426039138
78.0,0.121567523607
79.0,0.121736954856
80.0,0.121888133736
81.0,0.121988544962
82.0,0.12202159679
83.0,0.12198588507
84.0,0.121892287259
85.0,0.121759772872
86.0,0.121610783015
87.0,0.121466920113
88.0,0.121345522494
89.0,0.121257493744
90.0,0.12120653135
91.0,0.121189674843
92.0,0.121198897617
93.0,0.121223326863
94.0,0.121251615675
95.0,0.121274020441
96.0,0.12128384708
97.0,0.121278094803
98.0,0.121257306674
99.0,0.121224791074
100.0,0.121185475775
101.0,0.121144682675
102.0,0.12110707233
103.0,0.12107592387
104.0,0.121052815591
105.0,0.121037680062
106.0,0.121029142533
107.0,0.121025019828
108.0,0.121022856309
109.0,0.12102039574
110.0,0.121015922322
111.0,0.121008441444
112.0,0.120997703506
113.0,0.12098409876
114.0,0.120968465815
115.0,0.120951861674
116.0,0.120935338205
117.0,0.120919760853
118.0,0.120905692296
119.0,0.120893349237
120.0,0.120882626872
121.0,0.12087317488
122.0,0.120864502572
123.0,0.120856089445
124.0,0.120847480596
125.0,0.120838352816
126.0,0.120828545096
127.0,0.120818054851
128.0,0.120807007142
129.0,0.120795607544
130.0,0.120784090163
131.0,0.120772670829
132.0,0.120761512602
133.0,0.120750707137
134.0,0.12074027204
135.0,0.120730161554
136.0,0.12072028617
137.0,0.120710536071
138.0,0.120700803648
139.0,0.120691001368
140.0,0.120681072802
141.0,0.120670996185
142.0,0.120660781321
143.0,0.120650461638
144.0,0.1206400837
145.0,0.120629696481
146.0,0.120619342308
147.0,0.120609050702
148.0,0.120598835625
149.0,0.120588695931
150.0,0.120578618339
151.0,0.120568581918
152.0,0.120558563047
153.0,0.120548539893
154.0,0.12053849576
155.0,0.120528420917
156.0,0.120518312893
157.0,0.120508175473
158.0,0.120498016792
159.0,0.120487847046
160.0,0.12047767627
161.0,0.120467512581
162.0,0.120457361078
163.0,0.120447223494
164.0,0.120437098493
165.0,0.120426982446
166.0,0.12041687046
167.0,0.120406757418
168.0,0.120396638865
169.0,0.120386511611
170.0,0.120376373998
171.0,0.120366225864
172.0,0.120356068255
173.0,0.120345902993
174.0,0.120335732191
175.0,0.120325557813
176.0,0.120315381347
177.0,0.120305203616
178.0,0.120295024742
179.0,0.120284844245
180.0,0.120274661218
181.0,0.12026447455
182.0,0.120254283145
183.0,0.120244086089
184.0,0.12023388276
185.0,0.120223672868
186.0,0.120213456427
187.0,0.120203233678
188.0,0.120193004999
189.0,0.120182770795
190.0,0.12017253142
191.0,0.120162287107
192.0,0.120152037948
193.0,0.120141783891
194.0,0.120131524768
195.0,0.120121260336
196.0,0.120110990324
197.0,0.120100714479
198.0,0.120090432594
199.0,0.120080144532
200.0,0.120069850228
201.0,0.120059549681
202.0,0.120049242936
203.0,0.120038930062
204.0,0.120028611133
205.0,0.120018286209
206.0,0.120007955323
207.0,0.119997618482
208.0,0.119987275663
209.0,0.119976926822
210.0,0.119966571906
211.0,0.119956210856
212.0,0.119945843622
213.0,0.119935470164
214.0,0.119925090458
215.0,0.119914704497
216.0,0.119904312284
217.0,0.119893913834
218.0,0.119883509165
219.0,0.119873098295
220.0,0.119862681238
221.0,0.119852258006
222.0,0.119841828602
223.0,0.119831393027
224.0,0.119820951275
225.0,0.119810503344
226.0,0.119800049228
227.0,0.119789588926
228.0,0.11977912244
229.0,0.119768649776
230.0,0.119758170946
231.0,0.119747685962
232.0,0.119737194842
233.0,0.119726697602
234.0,0.119716194261
235.0,0.119705684837
236.0,0.119695169349
237.0,0.119684647812
238.0,0.119674120244
239.0,0.119663586661
240.0,0.11965304708
241.0,0.119642501517
242.0,0.119631949992
243.0,0.119621392523
244.0,0.11961082913
245.0,0.119600259835
246.0,0.11958968466
247.0,0.119579103626
248.0,0.119568516758
249.0,0.119557924078
250.0,0.119547325611
251.0,0.119536721378
252.0,0.119526111403
253.0,0.119515495711
254.0,0.119504874323
255.0,0.119494247265
256.0,0.119483614559
257.0,0.119472976231
258.0,0.119462332304
259.0,0.119451682804
260.0,0.119441027756
261.0,0.119430367186
262.0,0.119419701119
263.0,0.11940902958
264.0,0.119398352597
265.0,0.119387670194
266.0,0.119376982398
267.0,0.119366289234
268.0,0.119355590729
269.0,0.119344886907
270.0,0.119334177795
271.0,0.119323463417
272.0,0.1193127438
273.0,0.11930201897
274.0,0.11929128895
275.0,0.119280553767
276.0,0.119269813445
277.0,0.11925906801
278.0,0.119248317485
279.0,0.119237561896
280.0,0.119226801266
281.0,0.11921603562
282.0,0.119205264982
283.0,0.119194489374
284.0,0.11918370882
285.0,0.119172923342
286.0,0.119162132964
287.0,0.119151337708
288.0,0.119140537595
289.0,0.119129732648
290.0,0.119118922887
291.0,0.119108108334
292.0,0.11909728901
293.0,0.119086464933
294.0,0.119075636125
295.0,0.119064802605
296.0,0.119053964391
297.0,0.119043121503
298.0,0.119032273958
299.0,0.119021421774
300.0,0.119010564969
301.0,0.118999703558
