Iteration,Error
1.0,0.49803464616
2.0,0.496946502928
3.0,0.495839999482
4.0,0.494653249501
5.0,0.493311880132
6.0,0.49172948157
7.0,0.489804388347
8.0,0.48741621198
9.0,0.484423173666
10.0,0.480660727255
11.0,0.47594197625
12.0,0.470060674087
13.0,0.462797909476
14.0,0.453933842349
15.0,0.443266080076
16.0,0.430636510312
17.0,0.415968583982
18.0,0.399316153164
19.0,0.380919679136
20.0,0.361253530981
21.0,0.341035642851
22.0,0.321167720413
23.0,0.302588576482
24.0,0.28606517768
25.0,0.272005272565
26.0,0.260396900364
27.0,0.250909735559
28.0,0.243080655119
29.0,0.236470923122
30.0,0.230741683386
31.0,0.225661496065
32.0,0.221082315473
33.0,0.216910783792
34.0,0.213086076045
35.0,0.209565805275
36.0,0.206317980456
37.0,0.203316695214
38.0,0.200539882022
39.0,0.197968140255
40.0,0.195584103154
41.0,0.193372071295
42.0,0.191317778409
43.0,0.189408224656
44.0,0.18763154625
45.0,0.185976906507
46.0,0.184434400927
47.0,0.182994972592
48.0,0.18165033589
49.0,0.180392907341
50.0,0.17921574275
51.0,0.178112480044
52.0,0.177077287283
53.0,0.176104815382
54.0,0.175190155132
55.0,0.174328798124
56.0,0.173516601237
57.0,0.172749754348
58.0,0.172024750982
59.0,0.171338361612
60.0,0.170687609378
61.0,0.170069747995
62.0,0.169482241631
63.0,0.168922746598
64.0,0.168389094663
65.0,0.167879277848
66.0,0.167391434566
67.0,0.166923836992
68.0,0.166474879536
69.0,0.166043068332
70.0,0.165627011649
71.0,0.165225411146
72.0,0.164837053892
73.0,0.164460805089
74.0,0.164095601438
75.0,0.163740445088
76.0,0.16339439813
77.0,0.163056577582
78.0,0.162726150826
79.0,0.162402331469
80.0,0.16208437558
81.0,0.161771578292
82.0,0.161463270724
83.0,0.161158817211
84.0,0.160857612806
85.0,0.160559081058
86.0,0.16026267201
87.0,0.159967860439
88.0,0.159674144289
89.0,0.159381043304
90.0,0.159088097837
91.0,0.158794867817
92.0,0.158500931874
93.0,0.158205886598
94.0,0.157909345922
95.0,0.157610940621
96.0,0.157310317905
97.0,0.157007141102
98.0,0.156701089415
99.0,0.156391857733
100.0,0.156079156493
101.0,0.155762711562
102.0,0.155442264144
103.0,0.15511757067
104.0,0.154788402676
105.0,0.154454546636
106.0,0.154115803742
107.0,0.153771989601
108.0,0.153422933844
109.0,0.153068479611
110.0,0.152708482919
111.0,0.152342811865
112.0,0.151971345685
113.0,0.151593973621
114.0,0.151210593614
115.0,0.150821110799
116.0,0.150425435812
117.0,0.150023482895
118.0,0.149615167825
119.0,0.149200405661
120.0,0.148779108339
121.0,0.148351182133
122.0,0.147916525018
123.0,0.147475023956
124.0,0.147026552172
125.0,0.146570966441
126.0,0.146108104462
127.0,0.145637782347
128.0,0.14515979232
129.0,0.144673900653
130.0,0.144179845921
131.0,0.143677337632
132.0,0.143166055294
133.0,0.142645647966
134.0,0.142115734366
135.0,0.141575903558
136.0,0.141025716296
137.0,0.140464707024
138.0,0.139892386598
139.0,0.139308245739
140.0,0.138711759244
141.0,0.138102390969
142.0,0.137479599593
143.0,0.136842845173
144.0,0.136191596475
145.0,0.135525339076
146.0,0.134843584212
147.0,0.134145878328
148.0,0.133431813274
149.0,0.132701037067
150.0,0.131953265106
151.0,0.131188291704
152.0,0.130406001747
153.0,0.129606382281
154.0,0.128789533737
155.0,0.127955680528
156.0,0.127105180661
157.0,0.126238534019
158.0,0.125356388932
159.0,0.124459546675
160.0,0.123548963538
161.0,0.12262575017
162.0,0.121691167951
163.0,0.120746622233
164.0,0.119793652399
165.0,0.118833918785
166.0,0.117869186654
167.0,0.116901307502
168.0,0.115932198105
169.0,0.114963817804
170.0,0.11399814461
171.0,0.113037150735
172.0,0.112082778221
173.0,0.111136915289
174.0,0.110201374025
175.0,0.109277869964
176.0,0.108368004032
177.0,0.107473247235
178.0,0.10659492836
179.0,0.105734224843
180.0,0.104892156826
181.0,0.10406958433
182.0,0.103267207353
183.0,0.10248556863
184.0,0.101725058736
185.0,0.100985923173
186.0,0.100268271067
187.0,0.0995720851161
188.0,0.0988972324417
189.0,0.0982434760123
190.0,0.0976104863627
191.0,0.0969978533505
192.0,0.0964050977349
193.0,0.0958316823983
194.0,0.0952770230655
195.0,0.0947404984065
196.0,0.0942214594382
197.0,0.0937192381657
198.0,0.0932331554263
199.0,0.0927625279195
200.0,0.0923066744208
201.0,0.0918649211922
202.0,0.0914366066134
203.0,0.0910210850669
204.0,0.0906177301137
205.0,0.0902259370153
206.0,0.0898451246269
207.0,0.0894747367741
208.0,0.0891142430275
209.0,0.0887631392666
210.0,0.0884209472781
211.0,0.088087215428
212.0,0.0877615156235
213.0,0.0874434488868
214.0,0.0871326308336
215.0,0.0868287426729
216.0,0.0865315234994
217.0,0.0862416747395
218.0,0.0859651737777
219.0,0.0857430112857
220.0,0.0858161066127
221.0,0.0862199859104
222.0,0.0866160820354
223.0,0.0869111559832
224.0,0.0865497383962
225.0,0.0867859410128
226.0,0.0862369015031
227.0,0.0864736082755
228.0,0.0858688467102
229.0,0.086107646575
230.0,0.0854839165214
231.0,0.0857229814511
232.0,0.0850969060364
233.0,0.0853358548034
234.0,0.0847167662964
235.0,0.0849569816695
236.0,0.0843501973851
237.0,0.0845945499219
238.0,0.0840026591603
239.0,0.0842551718273
240.0,0.0836788338894
241.0,0.0839443919225
242.0,0.0833829811623
243.0,0.0836670859443
244.0,0.0831192140912
245.0,0.0834276999417
246.0,0.0828914661748
247.0,0.083229982954
248.0,0.0827026178064
249.0,0.083075640325
250.0,0.0825524524933
251.0,0.0829621130919
252.0,0.0824359342564
253.0,0.0828818750252
254.0,0.0823445561957
255.0,0.0828250640332
256.0,0.0822699500746
257.0,0.0827830136706
258.0,0.0822062510591
259.0,0.0827499947603
260.0,0.0821504170232
261.0,0.0827233003536
262.0,0.0821016397831
263.0,0.0827026096967
264.0,0.0820605709288
265.0,0.0826891276741
266.0,0.0820285806617
267.0,0.0826847256603
268.0,0.0820071377991
269.0,0.0826912240634
270.0,0.081997359973
271.0,0.0827098914078
272.0,0.081999745752
273.0,0.0827411735706
274.0,0.082014071994
275.0,0.0827846253409
276.0,0.0820394235233
277.0,0.0828389959055
278.0,0.0820743159945
279.0,0.0829024145905
280.0,0.0821168728133
281.0,0.0829726262605
282.0,0.082165019096
283.0,0.0830472315276
284.0,0.0822166597615
285.0,0.0831238945004
286.0,0.0822698175558
287.0,0.083200492401
288.0,0.0823227195657
289.0,0.083275196955
290.0,0.082373833623
291.0,0.0833464933329
292.0,0.0824218655663
293.0,0.0834131541796
294.0,0.0824657332298
295.0,0.0834741912941
296.0,0.0825045331918
297.0,0.0835288056913
298.0,0.0825375125346
299.0,0.083576350044
300.0,0.0825640519184
301.0,0.0836163089371
302.0,0.0825836608888
303.0,0.0836482936528
304.0,0.0825959632967
305.0,0.0836720302241
306.0,0.0826007440112
307.0,0.0836874174224
308.0,0.0825979291523
309.0,0.0836945155856
310.0,0.0825875895398
311.0,0.0836934967558
312.0,0.0825699094336
313.0,0.0836846634583
314.0,0.0825451896422
315.0,0.0836684310168
316.0,0.0825138283642
317.0,0.0836453046318
318.0,0.0824762986864
319.0,0.0836158536159
320.0,0.0824331246706
321.0,0.0835806850385
322.0,0.0823848577836
323.0,0.0835404186729
324.0,0.0823320551368
325.0,0.0834956647098
326.0,0.0822752606657
327.0,0.0834470052839
328.0,0.0822149900174
329.0,0.0833949804395
330.0,0.0821517195574
331.0,0.0833400787688
332.0,0.0820858795442
333.0,0.0832827325837
334.0,0.0820178512064
335.0,0.0832233171669
336.0,0.0819479671883
337.0,0.0831621533999
338.0,0.0818765146453
339.0,0.0830995128989
340.0,0.081803740169
341.0,0.0830356247198
342.0,0.0817298557088
343.0,0.0829706827118
344.0,0.0816550447297
345.0,0.0829048527132
346.0,0.0815794679837
347.0,0.082838278962
348.0,0.0815032684477
349.0,0.0827710893132
350.0,0.0814265751737
351.0,0.0827033990781
352.0,0.0813495059708
353.0,0.0826353134939
354.0,0.0812721689742
355.0,0.0825669289792
356.0,0.0811946632517
357.0,0.0824983334133
358.0,0.0811170786448
359.0,0.0824296057142
360.0,0.081039495057
361.0,0.0823608149838
362.0,0.0809619814052
363.0,0.08229201947
364.0,0.0808845944489
365.0,0.0822232655732
366.0,0.0808073777264
367.0,0.0821545871078
368.0,0.0807303608288
369.0,0.0820860050031
370.0,0.0806535592346
371.0,0.0820175275834
372.0,0.0805769748669
373.0,0.081949151478
374.0,0.0805005974294
375.0,0.0818808631185
376.0,0.0804244064519
377.0,0.0818126406868
378.0,0.0803483738636
379.0,0.0817444563506
380.0,0.0802724668579
381.0,0.0816762786342
382.0,0.0801966508163
383.0,0.0816080748202
384.0,0.0801208920937
385.0,0.0815398132923
386.0,0.0800451605024
387.0,0.081471465719
388.0,0.0799694313606
389.0,0.0814030089357
390.0,0.0798936869822
391.0,0.0813344263602
392.0,0.0798179175167
393.0,0.081265708787
394.0,0.0797421210914
395.0,0.0811968544682
396.0,0.0796663032711
397.0,0.0811278684747
398.0,0.0795904759186
399.0,0.0810587614282
400.0,0.0795146555892
401.0,0.0809895477597
402.0,0.0794388616209
403.0,0.080920243687
404.0,0.0793631140789
405.0,0.0808508650974
406.0,0.0792874316852
407.0,0.0807814254871
408.0,0.0792118298305
409.0,0.0807119340689
